Architecture,Alpha,StationID,ATMP,DEWP,PRES,WDIR,WSPD,WTMP
LSTM,1.0,42035,-0.101,-0.063,-0.033,4.978,-0.027000000000000003,-0.06599999999999999
LSTM,1.0,42036,-0.10800000000000004,0.020000000000000018,-0.016999999999999904,2.2070000000000007,-0.03699999999999992,
LSTM,1.0,42039,-0.09099999999999997,,-0.013000000000000012,3.247,0.029999999999999805,-0.206
LSTM,1.0,42040,-0.05399999999999999,0.04000000000000001,0.0010000000000000009,3.6999999999999993,-0.03200000000000003,-0.031000000000000014
GRU,0.0,42001,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42002,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42003,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42019,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42020,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42035,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42036,0.0,0.0,0.0,0.0,0.0,
GRU,0.0,42039,0.0,,0.0,0.0,0.0,0.0
GRU,0.0,42040,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.1,42001,0.0020000000000000018,-0.17999999999999994,-0.15600000000000003,-0.19200000000000017,-0.08699999999999997,-0.052000000000000005
GRU,0.1,42002,-0.4049999999999999,-0.058,-0.043999999999999984,-0.14500000000000313,-0.4929999999999999,-0.618
GRU,0.1,42003,-0.186,-0.40299999999999997,-0.102,0.07400000000000001,-0.5599999999999999,-0.454
GRU,0.1,42019,-0.72,-0.02799999999999997,-0.15800000000000003,-0.057999999999999996,-0.02200000000000002,-0.831
GRU,0.1,42020,-0.176,-0.0029999999999998916,-0.04099999999999998,-0.036000000000001364,0.02300000000000002,-0.167
GRU,0.1,42035,-0.447,-0.191,-0.07899999999999999,-0.127,-0.46399999999999997,-0.11499999999999999
GRU,0.1,42036,-0.49700000000000005,-0.33599999999999997,-0.02499999999999991,-0.0010000000000012221,-0.008999999999999897,
GRU,0.1,42039,-0.264,,-0.07000000000000006,-0.34899999999999665,0.0820000000000003,-0.593
GRU,0.1,42040,-0.034999999999999976,0.007000000000000006,-0.2709999999999999,0.4320000000000004,-0.038999999999999924,-0.883
GRU,0.2,42001,0.0050000000000000044,-0.17699999999999994,-0.15000000000000002,-0.4139999999999944,-0.08399999999999985,-0.051000000000000004
GRU,0.2,42002,-0.4009999999999999,-0.053000000000000005,-0.04099999999999998,-0.11400000000000077,-0.47899999999999987,-0.62
GRU,0.2,42003,-0.188,-0.40499999999999997,-0.09899999999999999,0.033,-0.567,-0.455
GRU,0.2,42019,-0.715,-0.017000000000000015,-0.16500000000000004,0.201,-0.018000000000000016,-0.83
GRU,0.2,42020,-0.175,-0.013999999999999901,-0.04099999999999998,0.22100000000000009,0.030000000000000027,-0.16500000000000004
GRU,0.2,42035,-0.44,-0.188,-0.078,-0.03600000000000003,-0.44699999999999995,-0.118
GRU,0.2,42036,-0.5,-0.33599999999999997,-0.02299999999999991,0.010999999999999233,-0.004999999999999893,
GRU,0.2,42039,-0.263,,-0.06500000000000006,-0.3539999999999992,0.08700000000000019,-0.593
GRU,0.2,42040,-0.04099999999999998,0.010000000000000009,-0.259,0.32399999999999984,-0.04800000000000004,-0.885
GRU,0.3,42001,0.0040000000000000036,-0.17199999999999993,-0.14400000000000002,-0.3089999999999975,-0.07799999999999985,-0.051000000000000004
GRU,0.3,42002,-0.4009999999999999,-0.051000000000000004,-0.044999999999999984,-0.22100000000000009,-0.47199999999999986,-0.62
GRU,0.3,42003,-0.192,-0.407,-0.09799999999999999,1.064,-0.565,-0.454
GRU,0.3,42019,-0.711,-0.022999999999999965,-0.16200000000000003,0.338,-0.009000000000000008,-0.832
GRU,0.3,42020,-0.175,-0.006999999999999895,-0.04299999999999998,0.0730000000000004,0.030000000000000027,-0.166
GRU,0.3,42035,-0.441,-0.19,-0.073,-0.07500000000000001,-0.45399999999999996,-0.119
GRU,0.3,42036,-0.49800000000000005,-0.33099999999999996,-0.02299999999999991,4.629999999999999,-0.020999999999999908,
GRU,0.3,42039,-0.263,,-0.06300000000000006,3.759999999999998,0.08899999999999997,-0.593
GRU,0.3,42040,-0.03699999999999998,-0.0020000000000000018,-0.255,1.279,-0.04899999999999993,-0.884
GRU,0.4,42001,0.006000000000000005,-0.17099999999999993,-0.15000000000000002,-1.4529999999999959,-0.08699999999999997,-0.052000000000000005
GRU,0.4,42002,-0.4039999999999999,-0.04200000000000001,-0.043999999999999984,-0.14800000000000324,-0.46799999999999986,-0.617
GRU,0.4,42003,-0.191,-0.40499999999999997,-0.09799999999999999,4.1579999999999995,-0.5569999999999999,-0.455
GRU,0.4,42019,-0.72,-0.024999999999999967,-0.15500000000000003,7.523,-0.02100000000000002,-0.829
GRU,0.4,42020,-0.188,-0.010999999999999899,-0.04199999999999998,1.9890000000000008,0.02400000000000002,-0.166
GRU,0.4,42035,-0.44,-0.188,-0.064,3.99,-0.46099999999999997,-0.11599999999999999
GRU,0.4,42036,-0.49400000000000005,-0.33299999999999996,-0.02199999999999991,4.825999999999997,-0.016999999999999904,
GRU,0.4,42039,-0.259,,-0.06500000000000006,5.356999999999999,0.08400000000000007,-0.591
GRU,0.4,42040,-0.03699999999999998,0.01200000000000001,-0.264,2.9030000000000005,-0.04699999999999993,-0.884
GRU,0.5,42001,0.007000000000000006,-0.17899999999999994,-0.15600000000000003,0.2710000000000008,-0.07799999999999985,-0.051000000000000004
GRU,0.5,42002,-0.3989999999999999,-0.043000000000000003,-0.04899999999999999,-0.1490000000000009,-0.47099999999999986,-0.616
GRU,0.5,42003,-0.189,-0.40399999999999997,-0.094,8.269,-0.5539999999999999,-0.455
GRU,0.5,42019,-0.715,-0.032999999999999974,-0.16500000000000004,10.762,-0.015000000000000013,-0.83
GRU,0.5,42020,-0.187,-0.0039999999999998925,-0.055999999999999994,0.9770000000000003,0.028000000000000025,-0.166
GRU,0.5,42035,-0.42500000000000004,-0.16899999999999998,-0.063,4.2410000000000005,-0.45199999999999996,-0.11699999999999999
GRU,0.5,42036,-0.49100000000000005,-0.33199999999999996,-0.02399999999999991,9.770999999999997,-0.005999999999999783,
GRU,0.5,42039,-0.262,,-0.06700000000000006,7.887999999999998,0.08400000000000007,-0.589
GRU,0.5,42040,-0.04199999999999998,0.015000000000000013,-0.268,3.7680000000000007,-0.04699999999999993,-0.884
GRU,0.6,42001,0.006000000000000005,-0.17399999999999993,-0.15700000000000003,0.3410000000000011,-0.08699999999999997,-0.051000000000000004
GRU,0.6,42002,-0.4049999999999999,-0.049,-0.04199999999999998,0.2759999999999998,-0.46699999999999986,-0.616
GRU,0.6,42003,-0.191,-0.408,-0.094,3.8960000000000004,-0.5489999999999999,-0.454
GRU,0.6,42019,-0.719,-0.02699999999999997,-0.14900000000000002,5.374,-0.015000000000000013,-0.825
GRU,0.6,42020,-0.194,-0.005999999999999894,-0.03799999999999998,8.171,0.03799999999999992,-0.16500000000000004
GRU,0.6,42035,-0.434,-0.184,-0.071,5.279,-0.45499999999999996,-0.11699999999999999
GRU,0.6,42036,-0.49000000000000005,-0.32299999999999995,-0.029999999999999916,5.989999999999998,-0.018999999999999906,
GRU,0.6,42039,-0.261,,-0.06700000000000006,4.768999999999998,0.10499999999999998,-0.593
GRU,0.6,42040,-0.05299999999999999,0.013000000000000012,-0.2689999999999999,3.366999999999999,-0.05400000000000005,-0.885
GRU,0.7,42001,0.0050000000000000044,-0.17399999999999993,-0.14500000000000002,-1.0419999999999945,-0.08299999999999996,-0.052000000000000005
GRU,0.7,42002,-0.4019999999999999,-0.053000000000000005,-0.03400000000000003,0.32299999999999685,-0.47099999999999986,-0.617
GRU,0.7,42003,-0.191,-0.40299999999999997,-0.09,3.5220000000000002,-0.5579999999999999,-0.455
GRU,0.7,42019,-0.718,-0.021999999999999964,-0.14500000000000002,5.531,-0.017000000000000015,-0.824
GRU,0.7,42020,-0.192,-0.015999999999999903,-0.025999999999999968,2.9559999999999995,0.02400000000000002,-0.166
GRU,0.7,42035,-0.447,-0.19399999999999998,-0.08399999999999999,6.179,-0.45299999999999996,-0.11499999999999999
GRU,0.7,42036,-0.48900000000000005,-0.32199999999999995,-0.019999999999999907,4.128,-0.016999999999999904,
GRU,0.7,42039,-0.263,,-0.06800000000000006,4.722000000000001,0.07400000000000029,-0.591
GRU,0.7,42040,-0.04999999999999999,0.009000000000000008,-0.26,4.433000000000002,-0.04600000000000004,-0.883
GRU,0.8,42001,0.0040000000000000036,-0.17399999999999993,-0.14000000000000007,-3.719999999999999,-0.08199999999999985,-0.052000000000000005
GRU,0.8,42002,-0.4049999999999999,-0.053000000000000005,-0.03700000000000003,0.44499999999999673,-0.47399999999999987,-0.62
GRU,0.8,42003,-0.188,-0.40199999999999997,-0.09899999999999999,6.170999999999999,-0.5579999999999999,-0.454
GRU,0.8,42019,-0.721,-0.02999999999999997,-0.15000000000000002,4.178,-0.016000000000000014,-0.829
GRU,0.8,42020,-0.198,-0.015999999999999903,-0.024999999999999967,4.548000000000002,0.02200000000000002,-0.16500000000000004
GRU,0.8,42035,-0.449,-0.186,-0.087,3.4779999999999998,-0.45099999999999996,-0.119
GRU,0.8,42036,-0.49600000000000005,-0.32799999999999996,-0.025999999999999912,3.1359999999999992,-0.0129999999999999,
GRU,0.8,42039,-0.258,,-0.06400000000000006,7.534999999999997,0.09800000000000031,-0.591
GRU,0.8,42040,-0.04799999999999999,0.006000000000000005,-0.261,5.107000000000001,-0.05600000000000005,-0.884
GRU,0.9,42001,0.0,-0.17499999999999993,-0.14200000000000002,-3.0449999999999946,-0.08099999999999996,-0.052000000000000005
GRU,0.9,42002,-0.4029999999999999,-0.054000000000000006,-0.03400000000000003,0.5509999999999984,-0.46999999999999986,-0.619
GRU,0.9,42003,-0.183,-0.40199999999999997,-0.102,3.3280000000000003,-0.5569999999999999,-0.453
GRU,0.9,42019,-0.721,-0.03199999999999997,-0.14400000000000002,6.236999999999999,-0.031000000000000028,-0.829
GRU,0.9,42020,-0.19,-0.009999999999999898,-0.025999999999999968,8.405000000000001,0.026000000000000023,-0.16500000000000004
GRU,0.9,42035,-0.451,-0.189,-0.093,3.21,-0.45599999999999996,-0.11699999999999999
GRU,0.9,42036,-0.49300000000000005,-0.32599999999999996,-0.02199999999999991,2.7929999999999993,-0.0129999999999999,
GRU,0.9,42039,-0.258,,-0.06300000000000006,2.8059999999999974,0.08700000000000019,-0.593
GRU,0.9,42040,-0.046999999999999986,0.006000000000000005,-0.261,0.8160000000000007,-0.04699999999999993,-0.884
GRU,1.0,42001,0.0040000000000000036,-0.17599999999999993,-0.13900000000000007,-0.5499999999999972,-0.08399999999999985,-0.051000000000000004
GRU,1.0,42002,-0.4039999999999999,-0.05,-0.029000000000000026,4.699999999999999,-0.48099999999999987,-0.617
GRU,1.0,42003,-0.187,-0.39899999999999997,-0.094,2.684,-0.565,-0.455
GRU,1.0,42019,-0.722,-0.023999999999999966,-0.14200000000000002,8.772,-0.008000000000000007,-0.826
GRU,1.0,42020,-0.195,-0.010999999999999899,-0.02799999999999997,10.362000000000002,0.03699999999999992,-0.166
GRU,1.0,42035,-0.445,-0.189,-0.08299999999999999,3.7200000000000006,-0.44,-0.11699999999999999
GRU,1.0,42036,-0.49100000000000005,-0.32199999999999995,-0.020999999999999908,6.515999999999998,-0.0020000000000000018,
GRU,1.0,42039,-0.257,,-0.05800000000000005,2.1199999999999974,0.09600000000000009,-0.592
GRU,1.0,42040,-0.04899999999999999,0.010000000000000009,-0.255,1.4559999999999995,-0.06699999999999995,-0.884
CNN,0.0,42001,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,42002,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,42003,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,42019,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,42020,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,42035,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,42036,0.0,0.0,0.0,0.0,0.0,
CNN,0.0,42039,0.0,,0.0,0.0,0.0,0.0
CNN,0.0,42040,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.1,42001,-22.701,-17.941,-13.799,4.878999999999998,-22.035,-21.879
CNN,0.1,42002,-28.357,-20.846,-31.897,-4.210000000000001,-25.265,-18.007
CNN,0.1,42003,-23.334,-20.041,-30.868,-13.818999999999999,-23.705,-30.469
CNN,0.1,42019,-22.677,-29.064999999999998,-29.198999999999998,-18.525000000000002,-19.419,-23.72
CNN,0.1,42020,-17.07,-32.211,-13.668,-10.468999999999998,-16.654,-18.99
CNN,0.1,42035,-18.185,-19.959,-24.723,-18.568,-25.319999999999997,-20.753
CNN,0.1,42036,-22.105,-26.221,-25.824,-13.755999999999997,-34.035000000000004,
CNN,0.1,42039,-17.511999999999997,,-20.604,-1.9610000000000056,-22.222,-22.761
CNN,0.1,42040,-34.022,-18.928,-19.101000000000003,-8.992999999999999,-23.663,-18.439
CNN,0.2,42001,-22.504,-17.78,-13.65,2.6699999999999946,-22.118000000000002,-21.205000000000002
CNN,0.2,42002,-28.232,-20.624,-31.485999999999997,3.067999999999998,-24.836000000000002,-17.112000000000002
CNN,0.2,42003,-22.558,-19.67,-30.785,-11.392999999999999,-23.563,-29.836
CNN,0.2,42019,-22.197,-29.061,-29.16,-14.573000000000002,-19.582,-23.522
CNN,0.2,42020,-16.702,-31.991999999999997,-13.668999999999999,-7.454999999999998,-16.7,-18.529999999999998
CNN,0.2,42035,-17.71,-19.791,-24.312,-14.283000000000001,-25.264999999999997,-20.079
CNN,0.2,42036,-21.496,-25.745,-25.443,-5.573999999999998,-33.92,
CNN,0.2,42039,-17.27,,-20.619999999999997,-6.57,-22.007,-22.704
CNN,0.2,42040,-34.161,-18.497,-18.84,-5.616,-23.544999999999998,-17.894
CNN,0.3,42001,-22.462,-17.938,-13.878,11.361999999999995,-22.023000000000003,-21.811
CNN,0.3,42002,-28.342000000000002,-20.59,-32.004999999999995,-0.4440000000000026,-25.397000000000002,-17.771
CNN,0.3,42003,-23.235,-20.002000000000002,-30.83,-14.023,-23.698999999999998,-30.448999999999998
CNN,0.3,42019,-22.488,-28.982,-29.157,-17.834000000000003,-19.625,-23.811999999999998
CNN,0.3,42020,-17.046000000000003,-32.257999999999996,-13.727,-4.198,-16.61,-18.782999999999998
CNN,0.3,42035,-17.728,-19.621,-24.549,-15.693000000000001,-25.325,-20.41
CNN,0.3,42036,-21.939,-25.936999999999998,-25.901,-13.245999999999999,-34.254000000000005,
CNN,0.3,42039,-17.113999999999997,,-20.618,2.128,-22.165,-22.568
CNN,0.3,42040,-33.776,-18.857,-19.14,-8.429999999999998,-23.631,-18.504
CNN,0.4,42001,-22.67,-17.657,-13.902,2.9579999999999984,-22.154000000000003,-21.663
CNN,0.4,42002,-28.262,-20.320999999999998,-31.910999999999998,1.5110000000000028,-24.869,-17.345000000000002
CNN,0.4,42003,-23.087999999999997,-20.03,-30.67,-11.331,-23.639999999999997,-30.112
CNN,0.4,42019,-22.494999999999997,-28.985,-29.244999999999997,-12.342000000000002,-19.589,-23.836
CNN,0.4,42020,-16.990000000000002,-32.357,-13.62,-2.3119999999999976,-16.69,-18.860999999999997
CNN,0.4,42035,-18.016000000000002,-19.641000000000002,-24.717,-17.176000000000002,-25.197,-20.585
CNN,0.4,42036,-21.721999999999998,-26.117,-25.826,-11.085999999999999,-34.039,
CNN,0.4,42039,-17.322999999999997,,-20.561999999999998,4.358999999999995,-22.237000000000002,-21.697
CNN,0.4,42040,-34.142,-18.539,-18.961000000000002,-3.825999999999997,-23.601,-18.492
CNN,0.5,42001,-22.697,-17.958,-13.592,4.369999999999997,-22.089000000000002,-21.903000000000002
CNN,0.5,42002,-28.287,-20.733999999999998,-31.895999999999997,-3.2029999999999994,-24.96,-17.775000000000002
CNN,0.5,42003,-23.314,-19.834,-30.793,-13.09,-23.555999999999997,-30.305
CNN,0.5,42019,-21.778,-29.012999999999998,-29.302,-14.903000000000002,-18.928,-23.546
CNN,0.5,42020,-16.934,-31.863999999999997,-13.763,-8.303999999999998,-16.85,-18.834999999999997
CNN,0.5,42035,-18.093,-19.724,-24.807000000000002,-14.815000000000001,-24.697,-20.744
CNN,0.5,42036,-22.006,-25.665,-25.507,-15.672999999999998,-34.234,
